ProbeName	P-value	Absolute Fold change([T] vs [N])	Regulation([T] vs [N])	type	seqname	GeneSymbol	source	RNAlength	chrom	strand
ASHG19A3A029242	0.001544275	2.862826158	up	noncoding	ENST00000453629	BX571672.7	Ensembl	427	chr1	+
ASHG19A3A026570	6.51555E-13	2.579562914	up	noncoding	uc003jfy.2	CR602933	UCSC_knowngene	907	chr5	-
ASHG19A3A054326	0.001020909	2.203957321	up	noncoding	uc002der.3	AK126798	UCSC_knowngene	2483	chr16	+
ASHG19A3A007409	6.31465E-05	2.377161038	up	noncoding	NR_026762	C10orf75	RefSeq_NR	1003	chr10	+
ASHG19A3A032309	1.73171E-10	2.333671672	up	noncoding	ENST00000446476	RP5-826L7.1	Ensembl	600	chr6	+
ASHG19A3A024138	1.63935E-06	3.321021616	up	noncoding	ENST00000511164	RP11-284E20.1	Ensembl	579	chr4	-
ASHG19A3A054267	1.14161E-07	2.598149235	up	noncoding	ENST00000470389	RP11-382N13.1	Ensembl	781	chr16	+
ASHG19A3A051049	0.000724149	2.531206448	up	noncoding	ENST00000461458	RP11-439L12.1	Ensembl	483	chr14	-
ASHG19A3A052946	0.007834848	2.018449017	up	noncoding	ENST00000475062	RP11-745A24.1	Ensembl	312	chr15	+
ASHG19A3A030286	1.67196E-07	3.258994431	up	noncoding	ENST00000455105	RP11-763B22.4	Ensembl	314	chr1	+
ASHG19A3A052358	4.5806E-09	3.962718044	up	noncoding	uc002avl.1	DQ583108	UCSC_knowngene	1267	chr15	-
ASHG19A3A025864	4.07488E-07	3.312620726	up	noncoding	NR_003586	EEF1A1P9	RefSeq_NR	1645	chr4	+
ASHG19A3A008657	3.68639E-10	3.047651064	up	noncoding	NR_002999	SCARNA20	RefSeq_NR	130	chr17	-
ASHG19A3A021694	9.15967E-10	3.315770068	up	noncoding	ENST00000498753	RP11-343B5.1	Ensembl	576	chr3	-
ASHG19A3A028191	0.001023226	2.218180838	up	noncoding	ENST00000468490	CTD-2312P21.1	Ensembl	482	chr5	+
ASHG19A3A010694	1.22659E-05	2.178609127	up	noncoding	ENST00000473094	RP11-824M15.1	Ensembl	348	chr18	+
ASHG19A3A043838	1.40799E-08	2.351571829	up	noncoding	ENST00000457262	EIF3LP2	Ensembl	807	chr10	+
ASHG19A3A029300	3.72032E-10	3.972042887	up	noncoding	ENST00000476406	AC138031.1	Ensembl	468	chr5	+
ASHG19A3A030763	1.00812E-07	4.023449988	up	noncoding	ENST00000404609	RP3-393E18.1	Ensembl	481	chr6	-
ASHG19A3A034169	1.68324E-06	2.885824195	up	noncoding	ENST00000438811	AC083863.5	Ensembl	231	chr7	+
ASHG19A3H0000057	3.71259E-06	2.669152003	up	noncoding	nc-HOXB5-179-	nc-HOXB5-179	HOX cluster	101	chr17	-
ASHG19A3A007540	3.12689E-05	2.093196193	up	noncoding	NR_027504	MST1P2	RefSeq_NR	2642	chr1	+
ASHG19A3A043106	7.79939E-09	9.924675049	up	noncoding	ENST00000318333	SRP9L1	Ensembl	959	chr10	-
ASHG19A3A020965	5.59116E-09	3.215022379	up	noncoding	ENST00000431490	RP11-578F5.1	Ensembl	402	chr3	-
ASHG19A3A051224	2.58991E-05	2.443004239	up	noncoding	ENST00000501042	AL589182.5	Ensembl	3372	chr14	+
ASHG19A3A024587	3.21599E-10	3.573879883	up	noncoding	ENST00000394695	RP11-713M6.1	Ensembl	573	chr4	-
ASHG19A3A014393	2.73641E-05	2.035215364	up	noncoding	NR_027020	NCRNA00164	RefSeq_NR	1437	chr2	-
ASHG19A3A022939	1.09956E-07	2.384123185	up	noncoding	NR_002941	LOC285359	RefSeq_NR	983	chr3	+
ASHG19A3A050798	4.30542E-08	3.022366173	up	noncoding	ENST00000441945	AL138479.2	Ensembl	896	chr14	-
ASHG19A3A013989	0.000999471	4.095435784	up	noncoding	uc002stj.1	Ig[kappa]	UCSC_knowngene	1209	chr2	-
ASHG19A3A023884	1.25749E-07	3.35089743	up	noncoding	ENST00000509421	RP11-326I19.1	Ensembl	992	chr4	-
ASHG19A3A034489	1.01856E-10	3.316550745	up	noncoding	ENST00000427776	RP11-458F8.3	Ensembl	363	chr7	+
ASHG19A3A050619	1.14948E-06	2.76599414	up	noncoding	uc001ehx.1	CR598865	UCSC_knowngene	766	chr1	-
ASHG19A3A030018	1.02829E-07	2.762720498	up	noncoding	ENST00000471856	RP11-337C18.5	Ensembl	1510	chr1	+
ASHG19A3A015897	7.8025E-07	3.136710769	up	noncoding	ENST00000393866	AC010087.4	Ensembl	552	chr2	+
ASHG19A3A011282	1.40693E-07	3.632203834	up	noncoding	ENST00000419419	CTB-31C7.1	Ensembl	415	chr19	-
ASHG19A3A021272	3.05238E-08	2.360549659	up	noncoding	ENST00000483874	CTD-2026G6.1	Ensembl	781	chr3	-
ASHG19A3A054517	8.63938E-10	3.267713653	up	noncoding	ENST00000392162	RPL31P11	Ensembl	369	chr1	-
ASHG19A3A022723	6.26115E-09	7.580532981	up	noncoding	ENST00000433953	RP4-654H19.2	Ensembl	286	chr1	+
ASHG19A3A016294	5.0454E-07	2.30725341	up	noncoding	ENST00000419902	AC018737.1	Ensembl	1043	chr2	+
ASHG19A3A050705	1.61879E-06	3.342685213	up	noncoding	ENST00000459899	RP11-561B11.1	Ensembl	949	chr14	-
ASHG19A3A020982	3.05733E-09	4.114354202	up	noncoding	ENST00000401064	RP4-635E8.1	Ensembl	493	chr1	+
ASHG19A3A017830	0.000371038	2.464256276	up	noncoding	ENST00000453775	RP3-481F12.4	Ensembl	944	chr20	-
ASHG19A3A021980	1.93941E-08	3.308042111	up	noncoding	ENST00000496255	RP11-473P24.2	Ensembl	707	chr3	-
ASHG19A3A039683	2.23543E-06	2.442591455	up	noncoding	ENST00000419089	GS1-184P14.2	Ensembl	348	chrX	-
ASHG19A3A018729	6.61304E-09	3.420417264	up	noncoding	ENST00000320371	RPL23P2	Ensembl	421	chr21	-
ASHG19A3A023352	1.12271E-07	4.893460542	up	noncoding	ENST00000465598	RP11-635I10.1	Ensembl	459	chr3	+
ASHG19A3A019424	2.03931E-05	3.049481718	up	noncoding	ENST00000448961	AC007064.26	Ensembl	204	chr22	-
ASHG19A3A028169	4.5669E-10	4.330669473	up	noncoding	ENST00000511991	RP11-159F24.2	Ensembl	432	chr5	+
ASHG19A3A010706	1.36838E-07	2.472849434	up	noncoding	ENST00000475372	RP11-640A1.1	Ensembl	555	chr18	+
ASHG19A3A043828	2.35413E-09	8.211822289	up	noncoding	NR_003086	HSD17B7P2	RefSeq_NR	1418	chr10	+
ASHG19A3A027175	1.41087E-08	3.374522641	up	noncoding	NR_027503	LOC100133050	RefSeq_NR	701	chr5	-
ASHG19A3A048590	1.39004E-06	2.670842927	up	noncoding	ENST00000498788	RP11-112N23.1	Ensembl	435	chr12	+
ASHG19A3A044342	3.21675E-07	2.196452195	up	noncoding	ENST00000270634	RPL13AP5	Ensembl	438	chr10	+
ASHG19A3A039686	2.12842E-08	4.588332366	up	noncoding	ENST00000447718	EEF1B4	Ensembl	678	chrX	-
ASHG19A3A037303	4.18893E-06	2.198467675	up	noncoding	ENST00000358828	RP11-182N22.7	Ensembl	1644	chr9	-
ASHG19A3A054555	0.00026127	2.449032829	up	noncoding	uc002efk.1	SIAH1	UCSC_knowngene	2129	chr16	+
ASHG19A3L0001167	4.87603E-10	4.841331557	up	noncoding	chr2:237543636-237554786-	lincRNA-CXCR7-1	lincRNA	11151	chr2	-
ASHG19A3A038423	9.44319E-05	2.002413441	up	noncoding	ENST00000424386	RP11-344A7.1	Ensembl	305	chr9	+
ASHG19A3A031002	3.64787E-08	2.228789078	up	noncoding	ENST00000406274	RP11-501I19.4	Ensembl	780	chr6	+
ASHG19A3L0003364	1.0527E-05	2.392556443	up	noncoding	chr10:32009596-32043128-	lincRNA-ZEB1-1	lincRNA	33533	chr10	-
ASHG19A3A015711	1.85472E-07	2.064075887	up	noncoding	ENST00000442699	AC018462.3	Ensembl	741	chr2	+
ASHG19A3A025745	9.88227E-08	3.910266926	up	noncoding	ENST00000439897	RP11-91I11.1	Ensembl	151	chr1	+
ASHG19A3A026052	8.13953E-10	2.202191964	up	noncoding	ENST00000394245	RP11-425J20.1	Ensembl	414	chr4	+
ASHG19A3A037106	2.559E-10	2.465455762	up	noncoding	ENST00000413888	RP11-87M1.1	Ensembl	1276	chr9	-
ASHG19A3A021957	0.000113018	2.641826521	up	noncoding	ENST00000437653	RP11-809F4.2	Ensembl	1074	chr3	-
ASHG19A3A010647	1.10785E-07	2.223118103	up	noncoding	ENST00000419030	RP11-459K23.1	Ensembl	330	chr1	-
ASHG19A3A027288	8.89197E-09	3.947777827	up	noncoding	ENST00000482216	RP11-510I6.1	Ensembl	473	chr5	-
ASHG19A3A044026	1.54167E-05	3.082296554	up	noncoding	ENST00000454107	RP11-57G10.1	Ensembl	476	chr10	+
ASHG19A3A048271	4.15352E-06	2.507494553	up	noncoding	NR_004387	SCARNA10	RefSeq_NR	330	chr12	+
ASHG19A3A032307	8.82884E-08	3.567499564	up	noncoding	ENST00000406553	RP3-495O10.1	Ensembl	254	chr6	+
ASHG19A3A018092	2.84189E-08	4.938739019	up	noncoding	ENST00000395517	RPL21P3	Ensembl	478	chr20	+
ASHG19A3A028083	2.71736E-09	2.642176726	up	noncoding	uc003jhx.2	CR613092	UCSC_knowngene	708	chr5	+
ASHG19A3A008518	8.42988E-05	2.79131639	up	noncoding	ENST00000461606	CTD-2377D24.1	Ensembl	579	chr17	-
ASHG19A3A051881	0.000863171	2.348615103	up	noncoding	uc010tyv.1	AF245314	UCSC_knowngene	149	chr15	-
ASHG19A3A040769	2.55565E-09	4.130396842	up	noncoding	NR_003007	SCARNA23	RefSeq_NR	130	chrX	+
ASHG19A3A043624	0.000137322	2.072790871	up	noncoding	NR_027322	LOC283070	RefSeq_NR	2427	chr10	+
ASHG19A3A018393	1.0828E-08	3.676737808	up	noncoding	ENST00000440687	RPL13P2	Ensembl	659	chr20	+
ASHG19A3A026651	2.59924E-08	2.302809549	up	noncoding	ENST00000504072	CTD-2218G20.1	Ensembl	156	chr5	-
ASHG19A3A036959	1.77261E-09	4.774406374	up	noncoding	ENST00000443181	RP11-92K2.2	Ensembl	466	chr1	+
ASHG19A3A024483	0.000151945	2.254197122	up	noncoding	uc003hsl.1	AK026379	UCSC_knowngene	2216	chr4	-
ASHG19A3A052929	1.87537E-07	2.949272294	up	noncoding	ENST00000486795	RP11-925D8.1	Ensembl	410	chr15	+
ASHG19A3A027022	1.92802E-05	2.134432787	up	noncoding	ENST00000406078	CTC-512J14.4	Ensembl	960	chr5	-
ASHG19A3A022836	0.000434542	2.254307593	up	noncoding	ENST00000444140	RP5-866L20.2	Ensembl	108	chr1	+
ASHG19A3A032046	0.000110207	2.377584771	up	noncoding	ENST00000403549	RP11-753G20.1	Ensembl	660	chr6	+
ASHG19A3L0002655	3.08453E-05	2.333206255	up	noncoding	AA663642	lincRNA-ADRB3-2	lincRNA	467	chr8	-
ASHG19A3A035432	3.42872E-08	2.570685167	up	noncoding	ENST00000452777	RP11-318C24.1	Ensembl	171	chr1	+
ASHG19A3A048444	9.50973E-05	2.054790402	up	noncoding	ENST00000478056	RP11-268P4.1	Ensembl	238	chr12	+
ASHG19A3A016457	8.45401E-09	2.968421607	up	noncoding	ENST00000445109	AC017080.1	Ensembl	171	chr2	+
ASHG19A3A043669	1.29879E-07	5.712337658	up	noncoding	uc001iqe.2	CR625971	UCSC_knowngene	3519	chr10	+
ASHG19A3A025368	6.67073E-08	3.240584754	up	noncoding	ENST00000496507	RP11-302F12.1	Ensembl	171	chr4	+
ASHG19A3L0003095	5.30896E-05	2.418569619	up	noncoding	BG184634	lincRNA-OTP	lincRNA	320	chr5	-
ASHG19A3A021552	7.33643E-09	2.922761536	up	noncoding	ENST00000480365	RP11-722C17.1	Ensembl	553	chr3	-
CUST_348_PI426073487	1.5435E-06	2.895101723	up	noncoding	uc.350+	uc.350	UCR	240	chr13	+
ASHG19A3A041123	0.000119229	2.055061525	up	noncoding	ENST00000396021	RP13-178D16.2	Ensembl	1160	chrX	+
ASHG19A3A038429	5.03282E-05	5.438734801	up	noncoding	uc010miw.1	CDKN2BAS	UCSC_knowngene	2660	chr9	+
ASHG19A3A009995	1.31797E-09	2.805660217	up	noncoding	ENST00000427282	RP11-397P13.7	Ensembl	333	chr1	-
ASHG19A3A040802	1.56608E-08	10.2709805	up	noncoding	ENST00000378958	CKS1BP6	Ensembl	773	chrX	+
ASHG19A3A009215	1.0237E-08	3.521747283	up	noncoding	ENST00000447794	AC026271.5	Ensembl	1348	chr17	+
ASHG19A3A034047	0.00115034	3.995008391	up	noncoding	ENST00000413498	AC005682.7	Ensembl	498	chr7	+
ASHG19A3A015399	0.000137321	2.808506847	up	noncoding	ENST00000437531	RP11-219F1.2	Ensembl	273	chr2	+
ASHG19A3A025580	1.41639E-05	2.890082681	up	noncoding	ENST00000514397	RP11-63H19.1	Ensembl	196	chr4	+
ASHG19A3A023050	0.000491948	2.146492016	up	noncoding	NR_024265	KTELC1	RefSeq_NR	3695	chr3	+
ASHG19A3A031054	2.28919E-06	3.204809405	up	noncoding	ENST00000404015	RP11-108N13.1	Ensembl	856	chr6	+
ASHG19A3A050940	1.48197E-07	3.022363156	up	noncoding	ENST00000488095	RP1-146I3.1	Ensembl	319	chr14	-
ASHG19A3A045698	1.20171E-08	3.705986827	up	noncoding	ENST00000393025	RP11-107P10.1	Ensembl	432	chr11	-
ASHG19A3A022489	2.75525E-08	2.868654989	up	noncoding	ENST00000457554	RP11-761N21.2	Ensembl	255	chr3	+
ASHG19A3A035680	1.76578E-07	2.247985318	up	noncoding	ENST00000399893	RP1-84O15.1	Ensembl	651	chr8	-
ASHG19A3A015400	5.12677E-10	4.034920794	up	noncoding	ENST00000457490	RP11-219F1.1	Ensembl	317	chr2	+
ASHG19A3A041443	8.9334E-05	2.032740783	up	noncoding	ENST00000437546	RP1-169K13.1	Ensembl	271	chrX	+
ASHG19A3A054582	2.53132E-08	5.141461138	up	noncoding	ENST00000406883	AC084058.1	Ensembl	804	chr16	+
ASHG19A3A024938	5.44561E-08	4.385426123	up	noncoding	ENST00000494303	RP11-366M4.1	Ensembl	480	chr4	-
ASHG19A3A042782	2.98607E-09	3.837901983	up	noncoding	ENST00000439573	RP11-109G10.2	Ensembl	471	chr10	-
ASHG19A3A023506	1.7341E-05	2.198574581	up	noncoding	ENST00000484597	RP11-3K16.1	Ensembl	471	chr3	+
ASHG19A3A032497	1.04315E-08	3.863141513	up	noncoding	ENST00000476382	AC005550.6	Ensembl	318	chr7	-
ASHG19A3A041461	8.54227E-07	4.364388066	up	noncoding	ENST00000425149	RP4-613A2.3	Ensembl	265	chr1	+
ASHG19A3A028656	1.61373E-08	3.873800507	up	noncoding	ENST00000505098	CTC-505O3.1	Ensembl	404	chr5	+
ASHG19A3A028416	7.62978E-08	2.397649211	up	noncoding	ENST00000493874	RP11-526L22.1	Ensembl	747	chr5	+
ASHG19A3A031451	3.93375E-10	3.749290469	up	noncoding	ENST00000406939	RP3-405J24.1	Ensembl	495	chr6	+
ASHG19A3A042611	2.12449E-07	2.495631573	up	noncoding	ENST00000468834	RP11-462L8.2	Ensembl	793	chr10	-
ASHG19A3A010392	9.82982E-05	2.018194027	up	noncoding	ENST00000474180	RP11-504H5.1	Ensembl	414	chr18	-
ASHG19A3A026346	2.65048E-12	15.26994041	up	noncoding	ENST00000423200	RP11-433O3.1	Ensembl	342	chr4	+
ASHG19A3A040605	1.80709E-05	2.398115082	up	noncoding	uc004fmr.1	CR603215	UCSC_knowngene	1176	chrX	-
ASHG19A3A013037	2.48297E-09	3.208536006	up	noncoding	ENST00000422215	RP11-307O1.1	Ensembl	156	chr1	-
ASHG19A3A052339	1.52879E-10	2.660748961	up	noncoding	ENST00000401798	RP11-592N21.1	Ensembl	615	chr15	-
ASHG19A3A016326	0.000117588	2.710548084	up	noncoding	ENST00000418508	AC019050.1	Ensembl	492	chr2	+
ASHG19A3A034600	2.33547E-05	2.318539127	up	noncoding	ENST00000441237	AC007000.9	Ensembl	515	chr7	+
ASHG19A3A043120	4.26748E-09	2.49637863	up	noncoding	ENST00000394133	RP11-624L12.1	Ensembl	555	chr10	-
ASHG19A3A048150	8.8248E-07	3.533274704	up	noncoding	uc001ugx.1	AX721264	UCSC_knowngene	441	chr12	-
ASHG19A3A017036	1.9771E-10	3.264170915	up	noncoding	ENST00000431088	AC016712.2	Ensembl	378	chr2	+
ASHG19A3A042093	4.75305E-08	3.945335277	up	noncoding	ENST00000400275	AC010877.1	Ensembl	741	chrY	+
ASHG19A3A030113	8.96617E-08	3.616380049	up	noncoding	uc003pes.1	LOC648232	UCSC_knowngene	2568	chr6	-
ASHG19A3A007645	1.46903E-10	2.527616169	up	noncoding	NR_028387	RGL2	RefSeq_NR	3192	chr6	-
ASHG19A3A014172	5.57922E-07	2.031623049	up	noncoding	ENST00000443543	AC010095.6	Ensembl	144	chr2	-
ASHG19A3A029175	1.97852E-06	2.901198511	up	noncoding	ENST00000515857	RP11-603O17.1	Ensembl	278	chr5	+
ASHG19A3A019894	3.23889E-07	2.140936788	up	noncoding	ENST00000426545	AL049757.3	Ensembl	891	chr22	-
ASHG19A3A043568	1.01898E-06	2.947799568	up	noncoding	ENST00000445427	RP11-5N23.2	Ensembl	1133	chr10	+
ASHG19A3A051167	7.16335E-07	2.313984328	up	noncoding	ENST00000490023	RP11-600F24.2	Ensembl	643	chr14	-
ASHG19A3L0001872	2.08056E-05	3.235792764	up	noncoding	DB482133	lincRNA-LUZP6-3	lincRNA	482	chr7	+
ASHG19A3A041730	2.82532E-05	3.551990542	up	noncoding	ENST00000424057	U52111.3	Ensembl	531	chrX	+
ASHG19A3A010655	5.32393E-09	3.877011461	up	noncoding	ENST00000439324	RP11-426M1.2	Ensembl	298	chr1	-
ASHG19A3A008976	1.53148E-07	3.125144085	up	noncoding	ENST00000486753	RP11-48B14.1	Ensembl	483	chr17	+
ASHG19A3A028230	2.59501E-10	2.534643362	up	noncoding	ENST00000358888	CTD-2031P19.2	Ensembl	409	chr5	+
ASHG19A3A013339	9.76872E-05	2.00133677	up	noncoding	ENST00000436164	AC098828.3	Ensembl	440	chr2	-
ASHG19A3A051364	5.57586E-10	4.024728876	up	noncoding	ENST00000479812	RP11-434O22.2	Ensembl	475	chr14	+
ASHG19A3H0000157	0.000155439	2.457026867	up	noncoding	nc-HOXC9-131-	nc-HOXC9-131	HOX cluster	198	chr12	+
ASHG19A3A054881	2.0139E-07	3.520580359	up	noncoding	ENST00000465012	RP11-178L8.1	Ensembl	153	chr16	+
ASHG19A3A030281	9.37968E-06	3.102285323	up	noncoding	ENST00000406314	RP11-40G16.1	Ensembl	586	chr6	-
ASHG19A3A013251	9.54383E-06	2.860187501	up	noncoding	ENST00000418377	RP11-261C10.3	Ensembl	1715	chr1	-
ASHG19A3A041243	0.004020718	2.31087209	up	noncoding	ENST00000415528	RP5-849L7.1	Ensembl	237	chrX	+
ASHG19A3A052699	8.75588E-08	3.957169219	up	noncoding	ENST00000436882	AC022613.1	Ensembl	273	chr15	+
ASHG19A3A029628	1.61275E-08	4.103301338	up	noncoding	ENST00000428990	RPL23AP1	Ensembl	471	chr6	-
ASHG19A3A014178	1.26916E-05	2.309386964	up	noncoding	ENST00000434894	AC074387.1	Ensembl	385	chr2	-
ASHG19A3A017641	9.83097E-07	2.844103486	up	noncoding	ENST00000397139	RPL7AP14	Ensembl	795	chr20	-
ASHG19A3A016622	0.001295406	2.121845728	up	noncoding	ENST00000416186	AC096649.1	Ensembl	393	chr2	+
ASHG19A3A028492	1.15997E-08	3.471606523	up	noncoding	ENST00000509149	CTC-470C15.1	Ensembl	338	chr5	+
ASHG19A3A040811	3.16999E-07	2.827977444	up	noncoding	ENST00000436520	RP11-151J4.2	Ensembl	327	chrX	+
ASHG19A3A022776	3.83288E-07	2.694418147	up	noncoding	ENST00000459863	RP11-814M22.1	Ensembl	264	chr3	+
ASHG19A3A028113	6.34436E-10	2.885850599	up	noncoding	ENST00000474150	CTD-2282P23.1	Ensembl	156	chr5	+
ASHG19A3A030103	1.27686E-09	3.082048931	up	noncoding	ENST00000393394	RP11-164N20.1	Ensembl	534	chr6	-
ASHG19A3A009513	0.002726694	2.068257614	up	noncoding	ENST00000435883	AC003958.6	Ensembl	421	chr17	+
ASHG19A3A014929	4.98352E-08	3.69646196	up	noncoding	ENST00000423843	AC093698.1	Ensembl	571	chr2	-
ASHG19A3A052625	2.398E-05	2.341699793	up	noncoding	uc001ytj.2	HERC2P7	UCSC_knowngene	1763	chr15	+
ASHG19A3L0000986	1.74055E-09	3.409006066	up	noncoding	AA483651	lincRNA-CD226-2	lincRNA	347	chr18	-
ASHG19A3A030954	3.85161E-08	2.638867719	up	noncoding	ENST00000405131	RP11-288G3.3	Ensembl	347	chr6	+
ASHG19A3A014275	4.34467E-08	4.755587299	up	noncoding	ENST00000433385	AC018737.6	Ensembl	499	chr2	-
ASHG19A3A019774	1.39236E-05	2.874337851	up	noncoding	ENST00000436709	RP1-151B14.9	Ensembl	154	chr22	-
ASHG19A3A029807	9.1889E-07	5.884591355	up	noncoding	uc003ojj.2	CR624291	UCSC_knowngene	2513	chr6	-
ASHG19A3A018655	1.30043E-05	2.038833392	up	noncoding	ENST00000445481	AP000963.2	Ensembl	146	chr21	-
ASHG19A3A050830	2.59667E-06	4.820565415	up	noncoding	NR_029435	FLJ31306	RefSeq_NR	2457	chr14	-
ASHG19A3A038798	0.000905859	2.183603932	up	noncoding	ENST00000418207	RP11-422N19.3	Ensembl	888	chr9	+
ASHG19A3A051516	0.01780987	2.284617304	up	noncoding	ENST00000497246	CTD-2302E22.1	Ensembl	351	chr14	+
ASHG19A3A026811	4.88494E-07	2.478058822	up	noncoding	ENST00000455561	RP4-575N6.2	Ensembl	343	chr1	+
ASHG19A3A049570	7.72809E-06	5.007954519	up	noncoding	ENST00000445636	RP11-369L4.1	Ensembl	354	chr13	-
ASHG19A3A055292	6.87827E-07	3.405571102	up	noncoding	uc010itb.1	LOC25845	UCSC_knowngene	1293	chr5	-
ASHG19A3A018849	6.64827E-08	2.328470063	up	noncoding	ENST00000437106	RPL3P1	Ensembl	1211	chr21	-
ASHG19A3A028417	3.2459E-06	2.704808409	up	noncoding	ENST00000515712	CTD-2309M13.1	Ensembl	1123	chr5	+
ASHG19A3A052797	7.95513E-09	4.423785968	up	noncoding	ENST00000500949	AC012652.2	Ensembl	4265	chr15	+
ASHG19A3A042937	3.6324E-09	2.465909637	up	noncoding	ENST00000395729	RP11-344N10.3	Ensembl	537	chr10	-
ASHG19A3A013948	7.46914E-07	2.384841138	up	noncoding	uc001aaz.2	BC018860	UCSC_knowngene	1584	chr1	+
ASHG19A3A033484	1.39722E-11	3.563255498	up	noncoding	ENST00000393325	RP11-420H19.3	Ensembl	372	chr7	-
ASHG19A3A033295	2.56863E-05	2.400602316	up	noncoding	ENST00000426478	RP11-163E9.1	Ensembl	338	chr7	-
ASHG19A3A044533	7.60914E-10	4.45001891	up	noncoding	ENST00000451124	RP11-295O23.2	Ensembl	220	chr10	+
ASHG19A3A009112	1.29342E-09	4.742578762	up	noncoding	ENST00000475545	RP11-462C21.1	Ensembl	471	chr17	+
ASHG19A3A049795	4.83459E-07	2.589344688	up	noncoding	ENST00000432924	RP11-340C20.2	Ensembl	576	chr13	-
ASHG19A3A016707	1.49035E-05	2.771991704	up	noncoding	ENST00000438916	AC093377.1	Ensembl	1109	chr2	+
ASHG19A3A016618	4.97677E-08	3.213378966	up	noncoding	ENST00000369387	AC018890.1	Ensembl	411	chr2	+
ASHG19A3A045593	4.37658E-06	5.829377321	up	noncoding	uc001pec.2	TAF1D	UCSC_knowngene	4358	chr11	-
ASHG19A3A046107	4.17762E-07	3.396063512	up	noncoding	ENST00000480271	RP11-494M8.1	Ensembl	711	chr11	+
ASHG19A3A032053	1.21932E-06	2.595824306	up	noncoding	ENST00000392459	RP3-351K20.3	Ensembl	1031	chr6	+
ASHG19A3A037456	0.000641414	2.092793705	up	noncoding	ENST00000412428	RP11-157L3.3	Ensembl	298	chr9	-
ASHG19A3A052396	3.45077E-08	4.071280003	up	noncoding	ENST00000497944	RP11-69H7.1	Ensembl	318	chr15	-
ASHG19A3A016501	3.07264E-09	2.480850112	up	noncoding	ENST00000420030	RP4-680D5.3	Ensembl	453	chr1	+
ASHG19A3A040175	5.07784E-11	3.430294593	up	noncoding	ENST00000446082	RP3-347M6.1	Ensembl	483	chrX	-
ASHG19A3A045427	6.17809E-09	2.469822107	up	noncoding	ENST00000480160	RP5-903G2.1	Ensembl	781	chr11	-
ASHG19A3A014469	4.23178E-05	4.605519072	up	noncoding	ENST00000441043	AC073271.1	Ensembl	279	chr2	-
ASHG19A3A012609	2.22801E-10	3.755387378	up	noncoding	ENST00000496160	CTD-2525J15.1	Ensembl	378	chr19	+
ASHG19A3A044097	1.38349E-05	4.596784203	up	noncoding	ENST00000416278	RP11-570G20.1	Ensembl	636	chr10	+
ASHG19A3A041610	6.17592E-05	2.282207434	up	noncoding	ENST00000446383	RP1-260J9.2	Ensembl	584	chrX	+
ASHG19A3A047226	8.53765E-10	3.642947153	up	noncoding	ENST00000396956	RP1-102E24.1	Ensembl	375	chr12	-
ASHG19A3A009285	1.4928E-07	3.735012315	up	noncoding	ENST00000475295	RP11-173M1.1	Ensembl	371	chr17	+
ASHG19A3A049769	1.37961E-07	4.637139195	up	noncoding	ENST00000430810	RP11-295B17.4	Ensembl	426	chr13	-
ASHG19A3A054496	1.56376E-06	2.01854633	up	noncoding	ENST00000448848	RP11-25K21.5	Ensembl	434	chr1	-
ASHG19A3A040268	0.003104315	2.419370859	up	noncoding	ENST00000419932	RN28S1	Ensembl	432	chrX	-
ASHG19A3A052304	2.14186E-07	2.88811007	up	noncoding	ENST00000395520	AC093334.1	Ensembl	270	chr15	-
ASHG19A3A014074	1.66668E-08	2.983932775	up	noncoding	ENST00000422600	AC159540.3	Ensembl	555	chr2	-
ASHG19A3A021448	2.32618E-06	4.987743817	up	noncoding	ENST00000411434	BZW1L1	Ensembl	831	chr3	-
ASHG19A3A025515	7.51856E-08	3.050192665	up	noncoding	uc003gzp.2	KIAA0167	UCSC_knowngene	824	chr4	+
ASHG19A3A013760	5.73852E-09	3.142277515	up	noncoding	ENST00000516091	AC007389.2	Ensembl	103	chr2	-
ASHG19A3A054175	0.001138003	2.03332649	up	noncoding	NR_003142	SNHG9	RefSeq_NR	345	chr16	+
ASHG19A3A015105	2.31106E-09	7.066208669	up	noncoding	ENST00000423890	AC017104.3	Ensembl	504	chr2	-
ASHG19A3A008329	1.09673E-05	2.141982807	up	noncoding	ENST00000393988	AC003958.1	Ensembl	1293	chr17	-
ASHG19A3A051640	2.10043E-08	3.107173712	up	noncoding	ENST00000488511	RP11-7F17.1	Ensembl	344	chr14	+
ASHG19A3A023968	1.42206E-08	3.618439709	up	noncoding	ENST00000491925	AC006445.6	Ensembl	405	chr4	-
ASHG19A3A030436	0.000144889	4.642142726	up	noncoding	ENST00000402024	KRT18P22	Ensembl	1347	chr6	-
ASHG19A3A032541	4.74367E-07	2.610262154	up	noncoding	ENST00000447425	AC073072.7	Ensembl	348	chr7	-
ASHG19A3A011272	7.09122E-08	3.888747027	up	noncoding	ENST00000481016	CTD-3233P19.1	Ensembl	791	chr19	-
ASHG19A3A033332	5.77379E-08	2.331209723	up	noncoding	ENST00000453677	RP11-325F22.4	Ensembl	736	chr7	-
ASHG19A3A039546	5.23226E-09	6.683467721	up	noncoding	uc011mhk.1	LOC389906	UCSC_knowngene	854	chrX	-
ASHG19A3A022355	1.82805E-08	6.380292508	up	noncoding	uc003ccf.2	HMG1	UCSC_knowngene	360	chr3	+
